Channel_RawInput,Count_SegmentedNuclei,Count_ShrunkenNuclei,Count_Speckles,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05Smooth,ExecutionTime_07IdentifyPrimaryObjects,ExecutionTime_09MaskImage,ExecutionTime_10ExpandOrShrinkObjects,ExecutionTime_11MaskImage,ExecutionTime_12ImageMath,ExecutionTime_13OverlayOutlines,ExecutionTime_14IdentifyPrimaryObjects,ExecutionTime_15OverlayOutlines,ExecutionTime_17MeasureObjectIntensity,ExecutionTime_18MeasureObjectIntensity,ExecutionTime_19MeasureObjectIntensity,ExecutionTime_20MeasureObjectSizeShape,ExecutionTime_21MeasureTexture,ExecutionTime_22RelateObjects,ExecutionTime_23CalculateMath,ExecutionTime_24CalculateMath,ExecutionTime_25CalculateMath,ExecutionTime_26CalculateMath,ExecutionTime_27CalculateMath,ExecutionTime_28CalculateMath,ExecutionTime_29CalculateMath,ExecutionTime_30CalculateMath,FileName_RawInput,Frame_RawInput,Group_Index,Group_Number,Height_RawInput,ImageNumber,ImageSet_ImageSet,MD5Digest_RawInput,Metadata_ExperimentID,Metadata_FileLocation,Metadata_Frame,Metadata_ImageID,Metadata_Series,Metadata_Stain,Metadata_Treatment,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05Smooth,ModuleError_07IdentifyPrimaryObjects,ModuleError_09MaskImage,ModuleError_10ExpandOrShrinkObjects,ModuleError_11MaskImage,ModuleError_12ImageMath,ModuleError_13OverlayOutlines,ModuleError_14IdentifyPrimaryObjects,ModuleError_15OverlayOutlines,ModuleError_17MeasureObjectIntensity,ModuleError_18MeasureObjectIntensity,ModuleError_19MeasureObjectIntensity,ModuleError_20MeasureObjectSizeShape,ModuleError_21MeasureTexture,ModuleError_22RelateObjects,ModuleError_23CalculateMath,ModuleError_24CalculateMath,ModuleError_25CalculateMath,ModuleError_26CalculateMath,ModuleError_27CalculateMath,ModuleError_28CalculateMath,ModuleError_29CalculateMath,ModuleError_30CalculateMath,PathName_RawInput,ProcessingStatus,Scaling_RawInput,Series_RawInput,Texture_AngularSecondMoment_RawInput_10_0,Texture_AngularSecondMoment_RawInput_10_90,Texture_AngularSecondMoment_RawInput_5_0,Texture_AngularSecondMoment_RawInput_5_90,Texture_Contrast_RawInput_10_0,Texture_Contrast_RawInput_10_90,Texture_Contrast_RawInput_5_0,Texture_Contrast_RawInput_5_90,Texture_Correlation_RawInput_10_0,Texture_Correlation_RawInput_10_90,Texture_Correlation_RawInput_5_0,Texture_Correlation_RawInput_5_90,Texture_DifferenceEntropy_RawInput_10_0,Texture_DifferenceEntropy_RawInput_10_90,Texture_DifferenceEntropy_RawInput_5_0,Texture_DifferenceEntropy_RawInput_5_90,Texture_DifferenceVariance_RawInput_10_0,Texture_DifferenceVariance_RawInput_10_90,Texture_DifferenceVariance_RawInput_5_0,Texture_DifferenceVariance_RawInput_5_90,Texture_Entropy_RawInput_10_0,Texture_Entropy_RawInput_10_90,Texture_Entropy_RawInput_5_0,Texture_Entropy_RawInput_5_90,Texture_InfoMeas1_RawInput_10_0,Texture_InfoMeas1_RawInput_10_90,Texture_InfoMeas1_RawInput_5_0,Texture_InfoMeas1_RawInput_5_90,Texture_InfoMeas2_RawInput_10_0,Texture_InfoMeas2_RawInput_10_90,Texture_InfoMeas2_RawInput_5_0,Texture_InfoMeas2_RawInput_5_90,Texture_InverseDifferenceMoment_RawInput_10_0,Texture_InverseDifferenceMoment_RawInput_10_90,Texture_InverseDifferenceMoment_RawInput_5_0,Texture_InverseDifferenceMoment_RawInput_5_90,Texture_SumAverage_RawInput_10_0,Texture_SumAverage_RawInput_10_90,Texture_SumAverage_RawInput_5_0,Texture_SumAverage_RawInput_5_90,Texture_SumEntropy_RawInput_10_0,Texture_SumEntropy_RawInput_10_90,Texture_SumEntropy_RawInput_5_0,Texture_SumEntropy_RawInput_5_90,Texture_SumVariance_RawInput_10_0,Texture_SumVariance_RawInput_10_90,Texture_SumVariance_RawInput_5_0,Texture_SumVariance_RawInput_5_90,Texture_Variance_RawInput_10_0,Texture_Variance_RawInput_10_90,Texture_Variance_RawInput_5_0,Texture_Variance_RawInput_5_90,Threshold_FinalThreshold_SegmentedNuclei,Threshold_FinalThreshold_Speckles,Threshold_OrigThreshold_SegmentedNuclei,Threshold_OrigThreshold_Speckles,Threshold_SumOfEntropies_SegmentedNuclei,Threshold_SumOfEntropies_Speckles,Threshold_WeightedVariance_SegmentedNuclei,Threshold_WeightedVariance_Speckles,URL_RawInput,Width_RawInput
-1,26.0,26.0,295.0,0,0.0,2.01,0,1.71,10.51,0.05,3.69,0.04,0.05,1.36,4.1,2.87,2.23,2.31,0.64,59.52,24.31,2.69,0.0,0.01,0.01,0.01,0.0,0.00999999999999,0.0,0.0,Exp1_R3-4si_LaminB1_0.tiff,0,1,1,2028,1,120,c8aa82cb210f2dad3f3466258107df5e,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_0.tiff,0,0,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.830639524997,0.830380715372,0.843640635714,0.843575777369,0.338655014143,0.347465512557,0.224136191198,0.226848344628,0.432256841397,0.41865311083,0.62380889097,0.619632155736,0.352473692734,0.354822569985,0.300118880079,0.302739720554,0.321479095899,0.329729620849,0.214249909579,0.216662063208,0.553886009311,0.554894574965,0.51720114508,0.517980402367,-0.240232675432,-0.238674471865,-0.354753880563,-0.353068229829,0.374887116656,0.373758808386,0.447274387509,0.446324427622,0.95220216448,0.951756616798,0.961159125978,0.960647762117,2.23153868634,2.23187564386,2.23120626601,2.2313683566,0.454045958128,0.454493688623,0.433107585155,0.433291706462,0.854328595004,0.847915394587,0.96747041126,0.965935641945,0.298950693713,0.298950693713,0.298244989649,0.298244989649,0.0685579672232,0.958866,0.0792816463646,0.228388547897,-12.293529271,-11.5949599871,2.23188616616,0.580310417824,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_0.tiff,2028
-1,22.0,22.0,256.0,0,0.0,3.72,0,4.64,22.95,0.1,8.43,0.1,0.09,3.23,8.47,4.96,3.5,3.34,0.96,82.07,37.49,3.73,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.02,0.02,0.00999999999999,0.00999999999999,Exp1_R3-4si_LaminB1_1.tiff,0,2,1,2028,2,120,d462d4b925e1eb08d427c41e8d366fbe,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_1.tiff,0,1,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.846187807402,0.844953922917,0.858195887739,0.857684232921,0.342901558557,0.359335507064,0.226549512948,0.238061844996,0.419482398175,0.393798938514,0.616468766192,0.597683938151,0.332581301787,0.338679971355,0.284011143227,0.287941021732,0.327177869407,0.342583432305,0.217507980479,0.228496603707,0.51476202403,0.518107520249,0.480828137154,0.48304911096,-0.238374814603,-0.22894328562,-0.354351367959,-0.347623108861,0.360748414702,0.354507331031,0.432556603278,0.429123259394,0.955683364431,0.954623190699,0.963839539217,0.963200979535,2.21702507805,2.21756460104,2.21701273618,2.21728304966,0.422281325106,0.424321673425,0.401996485096,0.40286840304,0.838463086238,0.826195884053,0.954837884703,0.945394551568,0.295123960448,0.296048932881,0.295230039183,0.295715579727,0.0659429853851,0.961407,0.0754783129751,0.204186312854,-12.1912581959,-11.6774003009,2.18524004048,0.615165375923,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_1.tiff,2028
-1,25.0,25.0,316.0,0,0.0,3.92,0,4.57,23.4,0.11,8.78,0.1,0.1,3.26,8.48,5.06,3.55,3.45,0.96,82.64,39.58,3.59,0.00999999999999,0.00999999999999,0.00999999999999,0.02,0.00999999999999,0.02,0.01,0.00999999999999,Exp1_R3-4si_LaminB1_10.tiff,0,3,1,2028,3,120,0857fd0f63719fd9183bf14c26d66f91,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_10.tiff,0,10,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.822651287248,0.825787037616,0.83581016622,0.837332055907,0.35445047824,0.311297924205,0.235985866675,0.200639636293,0.435620625536,0.504032743297,0.623362433116,0.67970586979,0.36427446371,0.34993421032,0.311211639017,0.299021582035,0.335661323592,0.295185181552,0.225063186469,0.191335012538,0.579728784603,0.571278390244,0.541927773279,0.535274474646,-0.255943740652,-0.279915966219,-0.366475896044,-0.385928150889,0.395555323207,0.412050352072,0.464600453208,0.475292788742,0.950097595728,0.952565812013,0.959270871756,0.961151629152,2.24821283009,2.24800611068,2.247599353,2.24751574838,0.473539565054,0.469121741129,0.452684209113,0.450531287972,0.901621214943,0.94401819274,1.0171332453,1.05220643822,0.314017923296,0.31401020785,0.313279777994,0.31327739386,0.0719552640747,0.962298,0.081733980942,0.251201562583,-12.3938288749,-11.577952577,2.01535293664,0.595189754471,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_10.tiff,2028
-1,34.0,34.0,449.0,0,0.0,3.99,0,4.6,23.83,0.11,11.64,0.11,0.1,2.97,8.79,5.12,4.44,4.02,0.97,89.12,39.01,3.2,0.01,0.0,0.0,0.01,0.00999999999999,0.01,0.0,0.01,Exp1_R3-4si_LaminB1_11.tiff,0,4,1,2028,4,120,54f776da124872c3ca5ebe9908c85919,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_11.tiff,0,11,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.766665782151,0.765476633814,0.780981109226,0.780419383769,0.355592566311,0.360157497708,0.233979843243,0.234761534269,0.523674390926,0.516635485463,0.685856020556,0.684476042267,0.423648385535,0.427312183323,0.362355114531,0.36494529955,0.331039313299,0.334975870322,0.219509282268,0.219983065341,0.725175819267,0.72780317928,0.680448000596,0.68245527003,-0.275543975118,-0.267230061526,-0.378832211561,-0.373000469794,0.454810271365,0.448483137762,0.521925412533,0.51839591537,0.939034889195,0.938318577899,0.949982570789,0.949466522025,2.32447420943,2.32395227958,2.32367224648,2.32339120821,0.592667009146,0.594173076795,0.572170381453,0.57292325112,1.1374725116,1.13005188085,1.25565458271,1.25331196272,0.373266269477,0.373016589626,0.372408606488,0.372256492857,0.0777105867215,0.944737,0.0856070273898,0.280454427004,-12.4999904071,-11.5789124046,2.19862725388,0.655308414259,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_11.tiff,2028
-1,28.0,28.0,300.0,0,0.0,1.34,0,3.9,15.41,0.07,6.3,0.08,0.06,2.05,5.96,5.02,3.77,3.63,0.97,84.65,39.42,3.36,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.02,0.02,0.00999999999999,0.00999999999999,Exp1_R3-4si_LaminB1_12.tiff,0,5,1,2028,5,120,72e032837da1a3f99ba952deee423bfb,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_12.tiff,0,12,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.812819104076,0.812283135211,0.826140351955,0.825939949061,0.243491026521,0.247484913882,0.156520039272,0.158925317429,0.470216291626,0.461774115217,0.658889024821,0.653882466003,0.349356190624,0.351927675979,0.293887840977,0.295673439712,0.229434047345,0.233092388823,0.148563479492,0.150801254799,0.576987222477,0.578400585224,0.538713193207,0.539711313114,-0.260946955337,-0.25507052527,-0.374106889775,-0.370573176877,0.398774009679,0.394892184857,0.468637429805,0.46684501344,0.952178746322,0.951718397949,0.961677499403,0.961370998076,2.22620967505,2.22611560062,2.22582656453,2.22585142654,0.476469116258,0.477144028583,0.457884245925,0.458148442159,0.675718148689,0.672144577406,0.76118738295,0.759404612826,0.229843167113,0.229436694706,0.229417766076,0.229324008459,0.0639304043125,0.957562,0.0732910986122,0.218142561615,-12.296097928,-11.1866130234,2.17421205588,0.486596257705,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_12.tiff,2028
-1,32.0,32.0,314.0,0,0.0,0.36,0,4.1,24.08,0.1,11.97,0.12,0.09,2.32,6.66,3.49,2.93,2.78,0.74,85.87,43.98,4.26,0.02,0.02,0.02,0.00999999999999,0.00999999999999,0.02,0.01,0.02,Exp1_R3-4si_LaminB1_13.tiff,0,6,1,2028,6,120,73a7d7f35661f29ce9d7830593851e97,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_13.tiff,0,13,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.752642785602,0.750809823856,0.769050313766,0.768208566057,0.631017587277,0.653758188141,0.40875737695,0.422305713096,0.417133115379,0.397422800912,0.622124752707,0.609975651976,0.485232614943,0.491561374791,0.415990178513,0.420691882919,0.586735323234,0.607387273634,0.383505233494,0.395983655263,0.786677282235,0.791253283482,0.738870193554,0.742035533734,-0.225804399596,-0.218124323763,-0.332352716726,-0.326530065205,0.426249699503,0.419815000553,0.505243553716,0.501498878783,0.928617593155,0.927431190897,0.941310690596,0.940474111409,2.37578069563,2.37650787879,2.37541546378,2.37576596946,0.636540062975,0.639457466061,0.611299558242,0.612811142523,1.53420079264,1.51611484555,1.75469297466,1.74322909944,0.5406384526,0.542826666786,0.540510932944,0.541572567414,0.0789181961712,0.943989,0.0862043702781,0.235710784793,-12.5566157,-11.6170109146,2.65859465609,0.591792686561,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_13.tiff,2028
-1,26.0,26.0,269.0,0,0.0,1.47,0,5.03,22.72,0.11,10.38,0.13,0.11,3.14,9.01,5.01,4.05,3.78,1.07,86.31,42.24,3.82,0.02,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.02,Exp1_R3-4si_LaminB1_14.tiff,0,7,1,2028,7,120,89ddfcac642efbfff46651b697210fda,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_14.tiff,0,14,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.795251587352,0.795714578261,0.809698800815,0.810081621461,0.374805742401,0.359033002778,0.250443616361,0.234617480825,0.409677587161,0.436566991438,0.605431337712,0.63095598888,0.402850008615,0.39876664454,0.34491828099,0.340884388974,0.351718423754,0.336908328098,0.236846538107,0.221742206683,0.642332394345,0.641437546412,0.602590900974,0.600639145616,-0.226392683907,-0.233627038842,-0.335313508175,-0.342844051877,0.388899686898,0.395060587726,0.464289022202,0.469104555305,0.943224936454,0.943897260277,0.953470353523,0.954051692807,2.26731702645,2.26825923689,2.26717429053,2.26760401341,0.524191261912,0.524286331094,0.503294384703,0.503116532648,0.895028139822,0.915414880539,1.01901155681,1.03687032931,0.317282293948,0.318617823481,0.317340021472,0.317874695521,0.0704123986882,0.952647,0.0774986400064,0.205507934093,-12.4246736398,-11.6036294383,1.8568866977,0.585575858614,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_14.tiff,2028
-1,19.0,19.0,198.0,0,0.0,1.44,0,5.76,22.84,0.11,8.38,0.1,0.1,3.27,8.78,5.09,3.39,3.27,0.95,83.89,38.21,3.15,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.02,0.02,0.00999999999999,Exp1_R3-4si_LaminB1_15.tiff,0,8,1,2028,8,120,9ddb2f3b83efeefd3dbdcb0d02af080c,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_15.tiff,0,15,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.85695867493,0.854102240266,0.867015089466,0.865661628853,0.351954451358,0.38160426966,0.224080129789,0.242086322869,0.436662225061,0.389003055605,0.64048390849,0.611468753436,0.31577475197,0.328394151086,0.270798708564,0.279923886625,0.337645292327,0.365233622837,0.215957429219,0.232959949907,0.485349218324,0.492462260444,0.454343506202,0.459409981787,-0.24622262726,-0.219695359703,-0.355064871391,-0.335975773753,0.356952283607,0.338389335652,0.422035225183,0.411582977015,0.958882091254,0.956631363515,0.966154817932,0.964625141729,2.20875214783,2.20865880644,2.20824351321,2.20815649615,0.400593758831,0.405591292976,0.382298209357,0.384852577279,0.897578126697,0.867515712826,1.02248510052,1.00407493742,0.312375537121,0.312169233589,0.31163709754,0.311435108084,0.0679659853601,0.967181,0.0794914247846,0.230320796371,-12.4553084526,-11.6028064847,2.44613637737,0.587963996263,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_15.tiff,2028
-1,37.0,37.0,432.0,0,0.0,1.43,0,5.51,23.13,0.1,12.62,0.11,0.12,3.22,9.06,5.14,5.1,4.49,1.05,93.46,37.94,2.85,0.00999999999999,0.00999999999999,0.00999999999999,0.0,0.00999999999999,0.00999999999999,0.0,0.00999999999999,Exp1_R3-4si_LaminB1_16.tiff,0,9,1,2028,9,120,f661695c2be13165f896f10e6df48004,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_16.tiff,0,16,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.748655694852,0.749911434551,0.765836179348,0.766476845101,0.46035068017,0.459466380485,0.300007263609,0.295319311156,0.457138315255,0.456299353542,0.64540752594,0.650274040739,0.472082168527,0.470285923547,0.402611802782,0.401543075087,0.42541413754,0.424855630184,0.279798551383,0.275345740038,0.778342258735,0.77524694656,0.728950297844,0.726948544994,-0.230172417181,-0.232933934953,-0.339342730672,-0.341827664832,0.428106708814,0.430133777493,0.507575766742,0.508998348469,0.9300664567,0.930455490597,0.942884239084,0.943024230747,2.34930521754,2.34817754607,2.34844237033,2.34785762547,0.630133801483,0.627812308739,0.605892072748,0.604665106354,1.23566395157,1.23067529009,1.39211699483,1.39353983914,0.424003260443,0.423314389627,0.423030826388,0.422670530445,0.0786461916715,0.941083,0.0824394825294,0.246463097632,-12.4525767168,-11.6285910781,1.88764483662,0.602286677335,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_16.tiff,2028
-1,30.0,30.0,342.0,0,0.0,0.52,0,4.11,23.49,0.1,11.26,0.09,0.09,2.6,6.5,3.43,2.67,2.46,0.63,76.56,41.18,3.96,0.0100000000002,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.02,0.00999999999999,0.02,Exp1_R3-4si_LaminB1_17.tiff,0,10,1,2028,10,120,41c192221176af917943f3ced000d96e,Exp1,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_17.tiff,0,17,0,LaminB1,R3-4si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne,Done,255,0,0.796263132782,0.798297054929,0.813609882686,0.814363948251,0.494379724491,0.469700212877,0.324161930696,0.30324931922,0.364061860569,0.395432368233,0.582395775049,0.609351589791,0.428447742491,0.419400893406,0.363362094242,0.357297191735,0.463755853374,0.441156981503,0.306869852882,0.287055729992,0.652938963196,0.64835363649,0.60836220026,0.605568048093,-0.187177871743,-0.198734325152,-0.308971484482,-0.316479463598,0.355163340452,0.365138180117,0.446490546872,0.451260425498,0.938906089106,0.940549236401,0.950577575569,0.951529575145,2.28224065267,2.28202929063,2.28181801784,2.28179778699,0.530435174749,0.527496800738,0.503269446956,0.50221113659,1.06042437761,1.08413775541,1.22832185527,1.24929413074,0.388367683711,0.388814302299,0.387966096041,0.388186067326,0.068924229921,0.946071,0.0743877204838,0.202523835003,-12.4296126313,-11.6843658342,1.84924477873,0.626395342092,file:/Volumes/Seagate_RED/A_Heald_Lab/A_My_papers/AA_TECH_PAPER/REVISION/Anne/Exp1_R3-4si_LaminB1_17.tiff,2028
